code,count,percent,code_int,label,col_name,q_no,question_text,multi_group
2.0,172,5.287426990470335,2,,v031_code,Q9,Which country/region in Asia? [coded],
3.0,27,0.8300030740854596,3,,v031_code,Q9,Which country/region in Asia? [coded],
4.0,23,0.7070396557024285,4,,v031_code,Q9,Which country/region in Asia? [coded],
5.0,20,0.6148170919151552,5,,v031_code,Q9,Which country/region in Asia? [coded],
6.0,18,0.5533353827236397,6,,v031_code,Q9,Which country/region in Asia? [coded],
7.0,16,0.49185367353212417,7,,v031_code,Q9,Which country/region in Asia? [coded],
8.0,9,0.27666769136181985,8,,v031_code,Q9,Which country/region in Asia? [coded],
9.0,9,0.27666769136181985,9,,v031_code,Q9,Which country/region in Asia? [coded],
10.0,7,0.21518598217030432,10,,v031_code,Q9,Which country/region in Asia? [coded],
11.0,7,0.21518598217030432,11,,v031_code,Q9,Which country/region in Asia? [coded],
12.0,7,0.21518598217030432,12,,v031_code,Q9,Which country/region in Asia? [coded],
13.0,7,0.21518598217030432,13,,v031_code,Q9,Which country/region in Asia? [coded],
14.0,6,0.18444512757454656,14,,v031_code,Q9,Which country/region in Asia? [coded],
15.0,4,0.12296341838303104,15,,v031_code,Q9,Which country/region in Asia? [coded],
16.0,3,0.09222256378727328,16,,v031_code,Q9,Which country/region in Asia? [coded],
17.0,3,0.09222256378727328,17,,v031_code,Q9,Which country/region in Asia? [coded],
18.0,2,0.06148170919151552,18,,v031_code,Q9,Which country/region in Asia? [coded],
19.0,2,0.06148170919151552,19,,v031_code,Q9,Which country/region in Asia? [coded],
20.0,2,0.06148170919151552,20,,v031_code,Q9,Which country/region in Asia? [coded],
21.0,1,0.03074085459575776,21,,v031_code,Q9,Which country/region in Asia? [coded],
22.0,1,0.03074085459575776,22,,v031_code,Q9,Which country/region in Asia? [coded],
23.0,1,0.03074085459575776,23,,v031_code,Q9,Which country/region in Asia? [coded],
24.0,1,0.03074085459575776,24,,v031_code,Q9,Which country/region in Asia? [coded],
,3132,96.28035659391331,,,v032_code,Q10,Which country in Australasia? [coded],
1.0,101,3.104826314171534,1,,v032_code,Q10,Which country in Australasia? [coded],
2.0,20,0.6148170919151552,2,,v032_code,Q10,Which country in Australasia? [coded],
,3148,96.77221026744543,,,v033_code,Q11,Which country in Africa? [coded],
1.0,34,1.045189056255764,1,,v033_code,Q11,Which country in Africa? [coded],
2.0,18,0.5533353827236397,2,,v033_code,Q11,Which country in Africa? [coded],
3.0,10,0.3074085459575776,3,,v033_code,Q11,Which country in Africa? [coded],
4.0,8,0.24592683676606208,4,,v033_code,Q11,Which country in Africa? [coded],
5.0,5,0.1537042729787888,5,,v033_code,Q11,Which country in Africa? [coded],
6.0,5,0.1537042729787888,6,,v033_code,Q11,Which country in Africa? [coded],
7.0,4,0.12296341838303104,7,,v033_code,Q11,Which country in Africa? [coded],
8.0,4,0.12296341838303104,8,,v033_code,Q11,Which country in Africa? [coded],
9.0,3,0.09222256378727328,9,,v033_code,Q11,Which country in Africa? [coded],
10.0,2,0.06148170919151552,10,,v033_code,Q11,Which country in Africa? [coded],
11.0,2,0.06148170919151552,11,,v033_code,Q11,Which country in Africa? [coded],
12.0,2,0.06148170919151552,12,,v033_code,Q11,Which country in Africa? [coded],
13.0,1,0.03074085459575776,13,,v033_code,Q11,Which country in Africa? [coded],
14.0,1,0.03074085459575776,14,,v033_code,Q11,Which country in Africa? [coded],
15.0,1,0.03074085459575776,15,,v033_code,Q11,Which country in Africa? [coded],
16.0,1,0.03074085459575776,16,,v033_code,Q11,Which country in Africa? [coded],
17.0,1,0.03074085459575776,17,,v033_code,Q11,Which country in Africa? [coded],
18.0,1,0.03074085459575776,18,,v033_code,Q11,Which country in Africa? [coded],
19.0,1,0.03074085459575776,19,,v033_code,Q11,Which country in Africa? [coded],
20.0,1,0.03074085459575776,20,,v033_code,Q11,Which country in Africa? [coded],
,2107,64.77098063326162,,,v034_code,Q12,Which country in Europe? [coded],
1.0,256,7.869658776513987,1,,v034_code,Q12,Which country in Europe? [coded],
2.0,226,6.947433138641254,2,,v034_code,Q12,Which country in Europe? [coded],
3.0,209,6.424838610513373,3,,v034_code,Q12,Which country in Europe? [coded],
4.0,58,1.7829695665539502,4,,v034_code,Q12,Which country in Europe? [coded],
5.0,55,1.6907470027666769,5,,v034_code,Q12,Which country in Europe? [coded],
6.0,48,1.4755610205963725,6,,v034_code,Q12,Which country in Europe? [coded],
7.0,40,1.2296341838303104,7,,v034_code,Q12,Which country in Europe? [coded],
8.0,34,1.045189056255764,8,,v034_code,Q12,Which country in Europe? [coded],
9.0,32,0.9837073470642483,9,,v034_code,Q12,Which country in Europe? [coded],
10.0,28,0.8607439286812173,10,,v034_code,Q12,Which country in Europe? [coded],
11.0,25,0.768521364893944,11,,v034_code,Q12,Which country in Europe? [coded],
12.0,22,0.6762988011066707,12,,v034_code,Q12,Which country in Europe? [coded],
13.0,15,0.46111281893636646,13,,v034_code,Q12,Which country in Europe? [coded],
14.0,14,0.43037196434060865,14,,v034_code,Q12,Which country in Europe? [coded],
15.0,13,0.3996311097448509,15,,v034_code,Q12,Which country in Europe? [coded],
16.0,11,0.33814940055333537,16,,v034_code,Q12,Which country in Europe? [coded],
17.0,10,0.3074085459575776,17,,v034_code,Q12,Which country in Europe? [coded],
18.0,8,0.24592683676606208,18,,v034_code,Q12,Which country in Europe? [coded],
19.0,8,0.24592683676606208,19,,v034_code,Q12,Which country in Europe? [coded],
20.0,7,0.21518598217030432,20,,v034_code,Q12,Which country in Europe? [coded],
21.0,5,0.1537042729787888,21,,v034_code,Q12,Which country in Europe? [coded],
22.0,5,0.1537042729787888,22,,v034_code,Q12,Which country in Europe? [coded],
23.0,4,0.12296341838303104,23,,v034_code,Q12,Which country in Europe? [coded],
24.0,3,0.09222256378727328,24,,v034_code,Q12,Which country in Europe? [coded],
25.0,2,0.06148170919151552,25,,v034_code,Q12,Which country in Europe? [coded],
26.0,2,0.06148170919151552,26,,v034_code,Q12,Which country in Europe? [coded],
27.0,2,0.06148170919151552,27,,v034_code,Q12,Which country in Europe? [coded],
28.0,1,0.03074085459575776,28,,v034_code,Q12,Which country in Europe? [coded],
29.0,1,0.03074085459575776,29,,v034_code,Q12,Which country in Europe? [coded],
30.0,1,0.03074085459575776,30,,v034_code,Q12,Which country in Europe? [coded],
31.0,1,0.03074085459575776,31,,v034_code,Q12,Which country in Europe? [coded],
,2336,71.81063633569013,,,v035_code,Q13,Which country in North or Central America? [coded],
1.0,788,24.223793421457117,1,,v035_code,Q13,Which country in North or Central America? [coded],
2.0,103,3.166308023363049,2,,v035_code,Q13,Which country in North or Central America? [coded],
3.0,22,0.6762988011066707,3,,v035_code,Q13,Which country in North or Central America? [coded],
4.0,1,0.03074085459575776,4,,v035_code,Q13,Which country in North or Central America? [coded],
5.0,1,0.03074085459575776,5,,v035_code,Q13,Which country in North or Central America? [coded],
6.0,1,0.03074085459575776,6,,v035_code,Q13,Which country in North or Central America? [coded],
7.0,1,0.03074085459575776,7,,v035_code,Q13,Which country in North or Central America? [coded],
,3080,94.68183215493391,,,v036_code,Q14,Which country in South America? [coded],
1.0,117,3.5966799877036584,1,,v036_code,Q14,Which country in South America? [coded],
2.0,14,0.43037196434060865,2,,v036_code,Q14,Which country in South America? [coded],
3.0,14,0.43037196434060865,3,,v036_code,Q14,Which country in South America? [coded],
4.0,12,0.3688902551490931,4,,v036_code,Q14,Which country in South America? [coded],
5.0,11,0.33814940055333537,5,,v036_code,Q14,Which country in South America? [coded],
6.0,4,0.12296341838303104,6,,v036_code,Q14,Which country in South America? [coded],
7.0,1,0.03074085459575776,7,,v036_code,Q14,Which country in South America? [coded],
1.0,2533,77.86658469105441,1,,v037_code,Q15,Do you have a job alongside your studies? [coded],
2.0,719,22.10267445434983,2,,v037_code,Q15,Do you have a job alongside your studies? [coded],
,1,0.03074085459575776,,,v037_code,Q15,Do you have a job alongside your studies? [coded],
,2534,77.89732554565016,,,v038_code,Q16,What is your main reason for having a job? [coded],
1.0,448,13.771902858899477,1,,v038_code,Q16,What is your main reason for having a job? [coded],
2.0,81,2.4900092222563788,2,,v038_code,Q16,What is your main reason for having a job? [coded],
3.0,61,1.8751921303412233,3,,v038_code,Q16,What is your main reason for having a job? [coded],
4.0,59,1.8137104211497077,4,,v038_code,Q16,What is your main reason for having a job? [coded],
5.0,52,1.5985244389794036,5,,v038_code,Q16,What is your main reason for having a job? [coded],
6.0,10,0.3074085459575776,6,,v038_code,Q16,What is your main reason for having a job? [coded],
7.0,8,0.24592683676606208,7,,v038_code,Q16,What is your main reason for having a job? [coded],
1.0,2318,71.25730095296649,1,,v039_code,Q17,Do you expect to go into debt as a result of your graduate degree? [coded],
2.0,545,16.75376575468798,2,,v039_code,Q17,Do you expect to go into debt as a result of your graduate degree? [coded],
3.0,348,10.697817399323702,3,,v039_code,Q17,Do you expect to go into debt as a result of your graduate degree? [coded],
4.0,25,0.768521364893944,4,,v039_code,Q17,Do you expect to go into debt as a result of your graduate degree? [coded],
5.0,16,0.49185367353212417,5,,v039_code,Q17,Do you expect to go into debt as a result of your graduate degree? [coded],
,1,0.03074085459575776,,,v039_code,Q17,Do you expect to go into debt as a result of your graduate degree? [coded],
,2184,67.13802643713495,,,v040_code,Q18,How much debt do you expect to be in on completion of your graduate degree? [coded],
1.0,520,15.985244389794037,1,,v040_code,Q18,How much debt do you expect to be in on completion of your graduate degree? [coded],
2.0,146,4.488164770980633,2,,v040_code,Q18,How much debt do you expect to be in on completion of your graduate degree? [coded],
3.0,101,3.104826314171534,3,,v040_code,Q18,How much debt do you expect to be in on completion of your graduate degree? [coded],
4.0,97,2.981862895788503,4,,v040_code,Q18,How much debt do you expect to be in on completion of your graduate degree? [coded],
5.0,77,2.3670458038733475,5,,v040_code,Q18,How much debt do you expect to be in on completion of your graduate degree? [coded],
6.0,56,1.7214878573624346,6,,v040_code,Q18,How much debt do you expect to be in on completion of your graduate degree? [coded],
7.0,43,1.3218567476175838,7,,v040_code,Q18,How much debt do you expect to be in on completion of your graduate degree? [coded],
8.0,29,0.8914847832769751,8,,v040_code,Q18,How much debt do you expect to be in on completion of your graduate degree? [coded],
,2497,76.75991392560714,,,v071_code,Q24,Are you planning on pursuing a PhD once youâve completed your Master's degree? [coded],
1.0,444,13.648939440516447,1,,v071_code,Q24,Are you planning on pursuing a PhD once youâve completed your Master's degree? [coded],
2.0,206,6.332616046726098,2,,v071_code,Q24,Are you planning on pursuing a PhD once youâve completed your Master's degree? [coded],
3.0,106,3.2585305871503225,3,,v071_code,Q24,Are you planning on pursuing a PhD once youâve completed your Master's degree? [coded],
1.0,972,29.880110667076544,1,,v073_code,Q26,"Since the very start of your graduate school experience, would you say your level of satisfaction has: [coded]",
2.0,732,22.502305564094684,2,,v073_code,Q26,"Since the very start of your graduate school experience, would you say your level of satisfaction has: [coded]",
3.0,660,20.288964033200124,3,,v073_code,Q26,"Since the very start of your graduate school experience, would you say your level of satisfaction has: [coded]",
4.0,570,17.522287119581925,4,,v073_code,Q26,"Since the very start of your graduate school experience, would you say your level of satisfaction has: [coded]",
5.0,318,9.775591761450968,5,,v073_code,Q26,"Since the very start of your graduate school experience, would you say your level of satisfaction has: [coded]",
,1,0.03074085459575776,,,v073_code,Q26,"Since the very start of your graduate school experience, would you say your level of satisfaction has: [coded]",
1.0,1808,55.579465109130034,1,,v088_code,Q28,To what extent does your graduate degree program compare to your initial expectations? [coded],
2.0,1125,34.583461420227486,2,,v088_code,Q28,To what extent does your graduate degree program compare to your initial expectations? [coded],
3.0,319,9.806332616046726,3,,v088_code,Q28,To what extent does your graduate degree program compare to your initial expectations? [coded],
,1,0.03074085459575776,,,v088_code,Q28,To what extent does your graduate degree program compare to your initial expectations? [coded],
1.0,927,28.496772210267444,1,,v089_code,Q29,"On average, how many hours a week do you typically spend on your graduate degree? [coded]",
2.0,700,21.518598217030434,2,,v089_code,Q29,"On average, how many hours a week do you typically spend on your graduate degree? [coded]",
3.0,604,18.567476175837687,3,,v089_code,Q29,"On average, how many hours a week do you typically spend on your graduate degree? [coded]",
4.0,309,9.49892407008915,4,,v089_code,Q29,"On average, how many hours a week do you typically spend on your graduate degree? [coded]",
5.0,204,6.271134337534584,5,,v089_code,Q29,"On average, how many hours a week do you typically spend on your graduate degree? [coded]",
6.0,175,5.379649554257608,6,,v089_code,Q29,"On average, how many hours a week do you typically spend on your graduate degree? [coded]",
7.0,153,4.7033507531509375,7,,v089_code,Q29,"On average, how many hours a week do you typically spend on your graduate degree? [coded]",
8.0,125,3.84260682446972,8,,v089_code,Q29,"On average, how many hours a week do you typically spend on your graduate degree? [coded]",
9.0,55,1.6907470027666769,9,,v089_code,Q29,"On average, how many hours a week do you typically spend on your graduate degree? [coded]",
,1,0.03074085459575776,,,v089_code,Q29,"On average, how many hours a week do you typically spend on your graduate degree? [coded]",
1.0,1595,49.03166308023363,1,,v090_code,Q30,"On average, how much one-on-one contact time do you spend with your supervisor each week? [coded]",
2.0,1242,38.18014140793114,2,,v090_code,Q30,"On average, how much one-on-one contact time do you spend with your supervisor each week? [coded]",
3.0,310,9.529664924684907,3,,v090_code,Q30,"On average, how much one-on-one contact time do you spend with your supervisor each week? [coded]",
4.0,105,3.2277897325545655,4,,v090_code,Q30,"On average, how much one-on-one contact time do you spend with your supervisor each week? [coded]",
,1,0.03074085459575776,,,v090_code,Q30,"On average, how much one-on-one contact time do you spend with your supervisor each week? [coded]",
1.0,1403,43.12941899784814,1,,v095_code,Q33,Have you ever received help for anxiety or depression linked to/connected to your studies? [coded],
2.0,1081,33.230863818014136,2,,v095_code,Q33,Have you ever received help for anxiety or depression linked to/connected to your studies? [coded],
3.0,542,16.66154319090071,3,,v095_code,Q33,Have you ever received help for anxiety or depression linked to/connected to your studies? [coded],
4.0,121,3.7196434060866896,4,,v095_code,Q33,Have you ever received help for anxiety or depression linked to/connected to your studies? [coded],
5.0,91,2.7974177682139563,5,,v095_code,Q33,Have you ever received help for anxiety or depression linked to/connected to your studies? [coded],
,15,0.46111281893636646,,,v095_code,Q33,Have you ever received help for anxiety or depression linked to/connected to your studies? [coded],
,2172,66.76913618198586,,,v096_code,Q34,Did you seek help for anxiety or depression within your institution?  [coded],
1.0,391,12.019674146941286,1,,v096_code,Q34,Did you seek help for anxiety or depression within your institution?  [coded],
2.0,388,11.927451583154012,2,,v096_code,Q34,Did you seek help for anxiety or depression within your institution?  [coded],
3.0,214,6.578542883492161,3,,v096_code,Q34,Did you seek help for anxiety or depression within your institution?  [coded],
4.0,46,1.414079311404857,4,,v096_code,Q34,Did you seek help for anxiety or depression within your institution?  [coded],
5.0,30,0.9222256378727329,5,,v096_code,Q34,Did you seek help for anxiety or depression within your institution?  [coded],
6.0,12,0.3688902551490931,6,,v096_code,Q34,Did you seek help for anxiety or depression within your institution?  [coded],
1.0,2575,79.15770058407624,1,,v103_code,Q36,Do you feel that you have experienced bullying during your graduate degree? [coded],
2.0,574,17.645250537964955,2,,v103_code,Q36,Do you feel that you have experienced bullying during your graduate degree? [coded],
3.0,97,2.981862895788503,3,,v103_code,Q36,Do you feel that you have experienced bullying during your graduate degree? [coded],
,7,0.21518598217030432,,,v103_code,Q36,Do you feel that you have experienced bullying during your graduate degree? [coded],
,2679,82.35474946203504,,,v111_code,Q38,Do you feel able to speak out about your experiences of bullying without personal repercussions? [coded],
1.0,325,9.990777743621273,1,,v111_code,Q38,Do you feel able to speak out about your experiences of bullying without personal repercussions? [coded],
2.0,148,4.549646480172149,2,,v111_code,Q38,Do you feel able to speak out about your experiences of bullying without personal repercussions? [coded],
3.0,101,3.104826314171534,3,,v111_code,Q38,Do you feel able to speak out about your experiences of bullying without personal repercussions? [coded],
1.0,2488,76.48324623424531,1,,v112_code,Q39,Do you feel that you have experienced discrimination or harassment during your graduate degree? [coded],
2.0,640,19.674146941284967,2,,v112_code,Q39,Do you feel that you have experienced discrimination or harassment during your graduate degree? [coded],
3.0,105,3.2277897325545655,3,,v112_code,Q39,Do you feel that you have experienced discrimination or harassment during your graduate degree? [coded],
,20,0.6148170919151552,,,v112_code,Q39,Do you feel that you have experienced discrimination or harassment during your graduate degree? [coded],
1.0,2112,64.92468490624039,1,,v162_code,Q44,"In terms of the quality of your graduate degree program, do you think that the COVID-19 pandemic hasâ¦ [coded]",
2.0,936,28.773439901629267,2,,v162_code,Q44,"In terms of the quality of your graduate degree program, do you think that the COVID-19 pandemic hasâ¦ [coded]",
3.0,204,6.271134337534584,3,,v162_code,Q44,"In terms of the quality of your graduate degree program, do you think that the COVID-19 pandemic hasâ¦ [coded]",
,1,0.03074085459575776,,,v162_code,Q44,"In terms of the quality of your graduate degree program, do you think that the COVID-19 pandemic hasâ¦ [coded]",
1.0,1010,31.04826314171534,1,,v163_code,Q47,How long do you think it will take you to find a permanent (non-trainee) position after you graduate? [coded],
2.0,709,21.795265908392253,2,,v163_code,Q47,How long do you think it will take you to find a permanent (non-trainee) position after you graduate? [coded],
3.0,535,16.446357208730404,3,,v163_code,Q47,How long do you think it will take you to find a permanent (non-trainee) position after you graduate? [coded],
4.0,356,10.943744236089763,4,,v163_code,Q47,How long do you think it will take you to find a permanent (non-trainee) position after you graduate? [coded],
5.0,309,9.49892407008915,5,,v163_code,Q47,How long do you think it will take you to find a permanent (non-trainee) position after you graduate? [coded],
6.0,175,5.379649554257608,6,,v163_code,Q47,How long do you think it will take you to find a permanent (non-trainee) position after you graduate? [coded],
7.0,158,4.857055026129727,7,,v163_code,Q47,How long do you think it will take you to find a permanent (non-trainee) position after you graduate? [coded],
,1,0.03074085459575776,,,v163_code,Q47,How long do you think it will take you to find a permanent (non-trainee) position after you graduate? [coded],
